year,origin,destination,foreigners male arrivals,foreigners female arrivals,total foreigners,total male,total female,total
2011,Bayern,Hessen,1505,1091,2596,7417,6874,14291
2011,Bayern,Rheinland-Pfalz,414,300,714,2440,2356,4796
2011,Bayern,Baden-Wurttemberg,3011,2139,5150,17312,16834,34146
2011,Bayern,Bayern,0,0,0,0,0,0
2011,Bayern,Saarland,94,70,164,470,426,896
2011,Bayern,Berlin,555,573,1128,4224,4114,8338
2011,Bayern,Brandenburg,148,61,209,1290,1144,2434
2011,Bayern,Mecklenburg-Vorpommern,57,32,89,644,541,1185
2011,Bayern,Sachsen,322,193,515,4130,3788,7918
2011,Bayern,Sachsen-Anhalt,124,64,188,1227,1144,2371
2011,Bayern,Thuringen,235,128,363,2534,2424,4958
2011,Bayern,Insgesamt,9731,6837,16568,57980,54692,112672
2011,Saarland,Schleswig-Holstein,5,10,15,89,114,203
2011,Saarland,Hamburg,6,7,13,77,90,167
2011,Saarland,Niedersachsen,47,39,86,276,263,539
2011,Saarland,Bremen,13,7,20,39,35,74
2011,Saarland,Nordrhein-Westfalen,215,179,394,980,975,1955
2011,Saarland,Hessen,136,123,259,637,646,1283
2011,Saarland,Rheinland-Pfalz,200,180,380,2182,2336,4518
2011,Saarland,Baden-Wurttemberg,198,180,378,1098,1157,2255
2011,Saarland,Bayern,195,124,319,715,643,1358
2011,Saarland,Saarland,0,0,0,0,0,0
2011,Saarland,Berlin,32,52,84,257,269,526
2011,Saarland,Brandenburg,5,8,13,62,56,118
2011,Saarland,Mecklenburg-Vorpommern,4,1,5,33,23,56
2011,Saarland,Sachsen,82,47,129,179,131,310
2011,Saarland,Sachsen-Anhalt,10,3,13,48,48,96
2011,Saarland,Thuringen,17,8,25,71,71,142
2011,Saarland,Insgesamt,1165,968,2133,6743,6857,13600
2011,Berlin,Schleswig-Holstein,125,90,215,1170,1237,2407
2011,Berlin,Hamburg,229,193,422,1299,1369,2668
2011,Berlin,Niedersachsen,324,267,591,2654,2647,5301
2011,Berlin,Bremen,64,64,128,382,342,724
2011,Berlin,Nordrhein-Westfalen,816,640,1456,4053,4055,8108
2011,Berlin,Hessen,369,359,728,1859,1844,3703
2011,Berlin,Rheinland-Pfalz,119,98,217,749,694,1443
2011,Berlin,Baden-Wurttemberg,508,409,917,2863,2668,5531
2011,Berlin,Bayern,647,562,1209,3598,3362,6960
2011,Berlin,Saarland,36,32,68,153,154,307
2011,Berlin,Berlin,0,0,0,0,0,0
2011,Berlin,Brandenburg,755,666,1421,13008,13281,26289
2011,Berlin,Mecklenburg-Vorpommern,140,87,227,1525,1492,3017
2011,Berlin,Sachsen,279,193,472,1767,1816,3583
2011,Berlin,Sachsen-Anhalt,230,125,355,1154,1089,2243
2011,Berlin,Thuringen,78,67,145,658,645,1303
2011,Berlin,Insgesamt,4719,3852,8571,36892,36695,73587
2011,Brandenburg,Schleswig-Holstein,79,23,102,736,673,1409
2011,Brandenburg,Hamburg,64,33,97,570,547,1117
2011,Brandenburg,Niedersachsen,116,85,201,1537,1403,2940
2011,Brandenburg,Bremen,24,11,35,152,119,271
2011,Brandenburg,Nordrhein-Westfalen,172,136,308,1619,1515,3134
2011,Brandenburg,Hessen,77,54,131,739,650,1389
2011,Brandenburg,Rheinland-Pfalz,24,20,44,364,334,698
2011,Brandenburg,Baden-Wurttemberg,127,83,210,1374,1232,2606
2011,Brandenburg,Bayern,144,79,223,1559,1325,2884
2011,Brandenburg,Saarland,6,3,9,53,57,110
2011,Brandenburg,Berlin,987,896,1883,12136,11708,23844
2011,Brandenburg,Brandenburg,0,0,0,0,0,0
2011,Brandenburg,Mecklenburg-Vorpommern,92,35,127,1755,1726,3481
2011,Brandenburg,Sachsen,78,59,137,2590,2446,5036
2011,Brandenburg,Sachsen-Anhalt,44,33,77,1127,1149,2276
2011,Brandenburg,Thuringen,21,19,40,553,551,1104
2011,Brandenburg,Insgesamt,2055,1569,3624,26864,25435,52299
2011,Mecklenburg-Vorpommern,Schleswig-Holstein,102,73,175,2534,2388,4922
2011,Mecklenburg-Vorpommern,Hamburg,345,272,617,2099,1789,3888
2011,Mecklenburg-Vorpommern,Niedersachsen,129,102,231,1971,1670,3641
2011,Mecklenburg-Vorpommern,Bremen,28,19,47,194,215,409
2011,Mecklenburg-Vorpommern,Nordrhein-Westfalen,180,107,287,1336,1207,2543
2011,Mecklenburg-Vorpommern,Hessen,63,39,102,489,439,928
2011,Mecklenburg-Vorpommern,Rheinland-Pfalz,17,24,41,243,249,492
2011,Mecklenburg-Vorpommern,Baden-Wurttemberg,90,72,162,756,671,1427
2011,Mecklenburg-Vorpommern,Bayern,102,78,180,867,724,1591
2011,Mecklenburg-Vorpommern,Saarland,4,4,8,31,38,69
2011,Mecklenburg-Vorpommern,Berlin,208,132,340,2113,2033,4146
2011,Mecklenburg-Vorpommern,Brandenburg,42,38,80,1452,1482,2934
2011,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,0,0,0,0,0,0
2011,Mecklenburg-Vorpommern,Sachsen,44,27,71,885,848,1733
2011,Mecklenburg-Vorpommern,Sachsen-Anhalt,25,14,39,477,481,958
2011,Mecklenburg-Vorpommern,Thuringen,22,6,28,338,309,647
2011,Mecklenburg-Vorpommern,Insgesamt,1401,1007,2408,15785,14543,30328
2011,Sachsen,Schleswig-Holstein,81,40,121,644,601,1245
2011,Sachsen,Hamburg,122,87,209,594,614,1208
2011,Sachsen,Niedersachsen,216,121,337,1738,1614,3352
2011,Sachsen,Bremen,39,17,56,207,158,365
2011,Sachsen,Nordrhein-Westfalen,595,341,936,2649,2505,5154
2011,Sachsen,Hessen,293,188,481,1723,1600,3323
2011,Sachsen,Rheinland-Pfalz,80,67,147,680,638,1318
2011,Sachsen,Baden-Wurttemberg,397,308,705,3342,2894,6236
2011,Sachsen,Bayern,565,415,980,5146,4447,9593
2011,Sachsen,Saarland,16,16,32,106,86,192
2011,Sachsen,Berlin,388,316,704,2643,2861,5504
2011,Sachsen,Brandenburg,88,64,152,1974,2053,4027
2011,Sachsen,Mecklenburg-Vorpommern,35,16,51,701,837,1538
2011,Sachsen,Sachsen,0,0,0,0,0,0
2011,Sachsen,Sachsen-Anhalt,178,109,287,2474,2448,4922
2011,Sachsen,Thuringen,112,82,194,2418,2519,4937
2011,Sachsen,Insgesamt,3205,2187,5392,27039,25875,52914
2011,Sachsen-Anhalt,Schleswig-Holstein,40,35,75,481,488,969
2011,Sachsen-Anhalt,Hamburg,72,43,115,473,439,912
2011,Sachsen-Anhalt,Niedersachsen,277,219,496,3718,3625,7343
2011,Sachsen-Anhalt,Bremen,14,17,31,147,131,278
2011,Sachsen-Anhalt,Nordrhein-Westfalen,370,237,607,1910,1811,3721
2011,Sachsen-Anhalt,Hessen,135,103,238,945,977,1922
2011,Sachsen-Anhalt,Rheinland-Pfalz,55,33,88,398,371,769
2011,Sachsen-Anhalt,Baden-Wurttemberg,176,116,292,1345,1282,2627
2011,Sachsen-Anhalt,Bayern,248,151,399,1991,1630,3621
2011,Sachsen-Anhalt,Saarland,14,13,27,73,61,134
2011,Sachsen-Anhalt,Berlin,230,191,421,1691,1706,3397
2011,Sachsen-Anhalt,Brandenburg,61,34,95,1179,1244,2423
2011,Sachsen-Anhalt,Mecklenburg-Vorpommern,16,16,32,599,683,1282
2011,Sachsen-Anhalt,Sachsen,211,129,340,3622,3496,7118
2011,Sachsen-Anhalt,Sachsen-Anhalt,0,0,0,0,0,0
2011,Sachsen-Anhalt,Thuringen,80,43,123,1499,1673,3172
2011,Sachsen-Anhalt,Insgesamt,1999,1380,3379,20071,19617,39688
2011,Thuringen,Schleswig-Holstein,25,23,48,303,292,595
2011,Thuringen,Hamburg,47,31,78,332,267,599
2011,Thuringen,Niedersachsen,141,98,239,1586,1478,3064
2011,Thuringen,Bremen,15,12,27,88,91,179
2011,Thuringen,Nordrhein-Westfalen,311,245,556,1665,1531,3196
2011,Thuringen,Hessen,282,191,473,2160,2095,4255
2011,Thuringen,Rheinland-Pfalz,47,37,84,447,431,878
2011,Thuringen,Baden-Wurttemberg,188,146,334,1733,1517,3250
2011,Thuringen,Bayern,334,205,539,3463,3068,6531
2011,Thuringen,Saarland,12,15,27,82,86,168
2011,Thuringen,Berlin,134,135,269,1057,1127,2184
2011,Thuringen,Brandenburg,27,15,42,474,524,998
2011,Thuringen,Mecklenburg-Vorpommern,18,14,32,358,369,727
2011,Thuringen,Sachsen,145,107,252,3285,3126,6411
2011,Thuringen,Sachsen-Anhalt,64,39,103,1324,1375,2699
2011,Thuringen,Thuringen,0,0,0,0,0,0
2011,Thuringen,Insgesamt,1790,1313,3103,18357,17377,35734
2011,Insgesamt,Schleswig-Holstein,2667,2321,4988,30377,31182,61559
2011,Insgesamt,Hamburg,4102,3444,7546,30825,31593,62418
2011,Insgesamt,Niedersachsen,6756,5229,11985,60070,59314,119384
2011,Insgesamt,Bremen,1565,1271,2836,11502,11197,22699
2011,Insgesamt,Nordrhein-Westfalen,12953,10110,23063,72659,72357,145016
2011,Insgesamt,Hessen,9158,7201,16359,49131,47886,97017
2011,Insgesamt,Rheinland-Pfalz,4936,4054,8990,32972,33026,65998
2011,Insgesamt,Baden-Wurttemberg,10847,8473,19320,63293,60503,123796
2011,Insgesamt,Bayern,11335,8116,19451,66976,61059,128035
2011,Insgesamt,Saarland,963,800,1763,5769,5814,11583
2011,Insgesamt,Berlin,5298,4820,10118,44283,44645,88928
2011,Insgesamt,Brandenburg,1580,1182,2762,25382,25321,50703
2011,Insgesamt,Mecklenburg-Vorpommern,779,506,1285,13090,12888,25978
2011,Insgesamt,Sachsen,2158,1461,3619,26260,25065,51325
2011,Insgesamt,Sachsen-Anhalt,1326,773,2099,15224,14709,29933
2011,Insgesamt,Thuringen,1171,794,1965,14458,14340,28798
2011,Insgesamt,Insgesamt,77594,60555,138149,562271,550899,1113170
2012,Schleswig-Holstein,Schleswig-Holstein,0,0,0,0,0,0
2012,Schleswig-Holstein,Hamburg,1031,833,1864,9376,9931,19307
2012,Schleswig-Holstein,Niedersachsen,382,273,655,4696,4804,9500
2012,Schleswig-Holstein,Bremen,101,55,156,559,526,1085
2012,Schleswig-Holstein,Nordrhein-Westfalen,412,316,728,2891,2888,5779
2012,Schleswig-Holstein,Hessen,140,93,233,1022,1014,2036
2012,Schleswig-Holstein,Rheinland-Pfalz,54,50,104,521,492,1013
2012,Schleswig-Holstein,Baden-Wurttemberg,191,164,355,1487,1368,2855
2012,Schleswig-Holstein,Bayern,253,168,421,1643,1429,3072
2012,Schleswig-Holstein,Saarland,15,11,26,73,77,150
2012,Schleswig-Holstein,Berlin,142,111,253,1463,1434,2897
2012,Schleswig-Holstein,Brandenburg,26,16,42,586,555,1141
2012,Schleswig-Holstein,Mecklenburg-Vorpommern,58,51,109,2103,2028,4131
2012,Schleswig-Holstein,Sachsen,50,18,68,556,469,1025
2012,Schleswig-Holstein,Sachsen-Anhalt,25,15,40,362,381,743
2012,Schleswig-Holstein,Thuringen,24,19,43,257,267,524
2012,Schleswig-Holstein,Insgesamt,2904,2193,5097,27595,27663,55258
2012,Hamburg,Schleswig-Holstein,1301,1075,2376,11344,11770,23114
2012,Hamburg,Hamburg,0,0,0,0,0,0
2012,Hamburg,Niedersachsen,691,586,1277,6420,6507,12927
2012,Hamburg,Bremen,121,112,233,565,539,1104
2012,Hamburg,Nordrhein-Westfalen,490,295,785,2406,2282,4688
2012,Hamburg,Hessen,251,162,413,1010,913,1923
2012,Hamburg,Rheinland-Pfalz,49,56,105,328,343,671
2012,Hamburg,Baden-Wurttemberg,246,178,424,1279,1203,2482
2012,Hamburg,Bayern,352,218,570,1564,1480,3044
2012,Hamburg,Saarland,13,11,24,57,55,112
2012,Hamburg,Berlin,305,221,526,1810,1804,3614
2012,Hamburg,Brandenburg,41,22,63,432,382,814
2012,Hamburg,Mecklenburg-Vorpommern,53,40,93,1088,1043,2131
2012,Hamburg,Sachsen,66,37,103,436,418,854
2012,Hamburg,Sachsen-Anhalt,40,18,58,265,263,528
2012,Hamburg,Thuringen,23,13,36,168,182,350
2012,Hamburg,Insgesamt,4042,3044,7086,29172,29184,58356
2012,Niedersachsen,Schleswig-Holstein,343,286,629,4502,4705,9207
2012,Niedersachsen,Hamburg,723,597,1320,6387,6745,13132
2012,Niedersachsen,Niedersachsen,0,0,0,0,0,0
2012,Niedersachsen,Bremen,700,650,1350,6631,6554,13185
2012,Niedersachsen,Nordrhein-Westfalen,2528,2028,4556,15147,15714,30861
2012,Niedersachsen,Hessen,688,585,1273,4056,4235,8291
2012,Niedersachsen,Rheinland-Pfalz,224,218,442,1414,1471,2885
2012,Niedersachsen,Baden-Wurttemberg,791,689,1480,4144,4036,8180
2012,Niedersachsen,Bayern,887,618,1505,4638,4212,8850
2012,Niedersachsen,Saarland,56,45,101,237,231,468
2012,Niedersachsen,Berlin,433,389,822,3362,3690,7052
2012,Niedersachsen,Brandenburg,90,62,152,1179,1123,2302
2012,Niedersachsen,Mecklenburg-Vorpommern,140,73,213,1582,1471,3053
2012,Niedersachsen,Sachsen,184,134,318,1674,1674,3348
2012,Niedersachsen,Sachsen-Anhalt,198,150,348,2964,2928,5892
2012,Niedersachsen,Thuringen,138,96,234,1263,1208,2471
2012,Niedersachsen,Insgesamt,8123,6620,14743,59180,59997,119177
2012,Bremen,Schleswig-Holstein,51,33,84,438,471,909
2012,Bremen,Hamburg,173,110,283,733,753,1486
2012,Bremen,Niedersachsen,602,511,1113,6479,6579,13058
2012,Bremen,Bremen,0,0,0,0,0,0
2012,Bremen,Nordrhein-Westfalen,235,208,443,1107,1155,2262
2012,Bremen,Hessen,64,67,131,364,321,685
2012,Bremen,Rheinland-Pfalz,32,31,63,145,148,293
2012,Bremen,Baden-Wurttemberg,132,74,206,568,450,1018
2012,Bremen,Bayern,146,102,248,622,546,1168
2012,Bremen,Saarland,7,6,13,28,35,63
2012,Bremen,Berlin,77,83,160,528,515,1043
2012,Bremen,Brandenburg,14,4,18,91,96,187
2012,Bremen,Mecklenburg-Vorpommern,18,5,23,156,164,320
2012,Bremen,Sachsen,26,23,49,190,159,349
2012,Bremen,Sachsen-Anhalt,12,11,23,100,99,199
2012,Bremen,Thuringen,6,7,13,65,75,140
2012,Bremen,Insgesamt,1595,1275,2870,11614,11566,23180
2012,Nordrhein-Westfalen,Schleswig-Holstein,317,276,593,3246,3491,6737
2012,Nordrhein-Westfalen,Hamburg,603,467,1070,3467,3645,7112
2012,Nordrhein-Westfalen,Niedersachsen,2179,1679,3858,15977,16746,32723
2012,Nordrhein-Westfalen,Bremen,227,200,427,1232,1302,2534
2012,Nordrhein-Westfalen,Nordrhein-Westfalen,0,0,0,0,0,0
2012,Nordrhein-Westfalen,Hessen,2023,1595,3618,9338,9287,18625
2012,Nordrhein-Westfalen,Rheinland-Pfalz,1204,926,2130,8600,8744,17344
2012,Nordrhein-Westfalen,Baden-Wurttemberg,2268,1800,4068,10536,10019,20555
2012,Nordrhein-Westfalen,Bayern,2324,1655,3979,10696,9903,20599
2012,Nordrhein-Westfalen,Saarland,212,147,359,843,788,1631
2012,Nordrhein-Westfalen,Berlin,860,772,1632,5777,5882,11659
2012,Nordrhein-Westfalen,Brandenburg,119,80,199,1434,1442,2876
2012,Nordrhein-Westfalen,Mecklenburg-Vorpommern,151,72,223,1196,1144,2340
2012,Nordrhein-Westfalen,Sachsen,299,199,498,2368,2245,4613
2012,Nordrhein-Westfalen,Sachsen-Anhalt,193,117,310,1456,1336,2792
2012,Nordrhein-Westfalen,Thuringen,192,124,316,1319,1234,2553
2012,Nordrhein-Westfalen,Insgesamt,13171,10109,23280,77485,77208,154693
2012,Hessen,Schleswig-Holstein,122,73,195,1137,1275,2412
2012,Hessen,Hamburg,226,182,408,1335,1326,2661
2012,Hessen,Niedersachsen,529,418,947,4135,4394,8529
2012,Hessen,Bremen,82,62,144,393,362,755
2012,Hessen,Nordrhein-Westfalen,1861,1456,3317,8765,8940,17705
2012,Hessen,Hessen,0,0,0,0,0,0
2012,Hessen,Rheinland-Pfalz,1308,1046,2354,7314,7400,14714
2012,Hessen,Baden-Wurttemberg,1829,1405,3234,8452,8220,16672
2012,Hessen,Bayern,1861,1193,3054,8249,7445,15694
2012,Hessen,Saarland,140,102,242,541,521,1062
2012,Hessen,Berlin,452,398,850,2572,2628,5200
2012,Hessen,Brandenburg,51,45,96,622,609,1231
2012,Hessen,Mecklenburg-Vorpommern,44,33,77,439,411,850
2012,Hessen,Sachsen,178,132,310,1461,1472,2933
2012,Hessen,Sachsen-Anhalt,101,37,138,659,662,1321
2012,Hessen,Thuringen,154,94,248,1547,1597,3144
2012,Hessen,Insgesamt,8938,6676,15614,47621,47262,94883
2012,Rheinland-Pfalz,Schleswig-Holstein,57,59,116,523,580,1103
2012,Rheinland-Pfalz,Hamburg,64,58,122,441,494,935
2012,Rheinland-Pfalz,Niedersachsen,189,159,348,1492,1513,3005
2012,Rheinland-Pfalz,Bremen,27,37,64,166,146,312
2012,Rheinland-Pfalz,Nordrhein-Westfalen,1154,1001,2155,8598,9031,17629
2012,Rheinland-Pfalz,Hessen,1388,1151,2539,7324,7595,14919
2012,Rheinland-Pfalz,Rheinland-Pfalz,0,0,0,0,0,0
2012,Rheinland-Pfalz,Baden-Wurttemberg,1456,1191,2647,7770,7398,15168
2012,Rheinland-Pfalz,Bayern,606,404,1010,3074,2817,5891
2012,Rheinland-Pfalz,Saarland,291,209,500,2157,2273,4430
2012,Rheinland-Pfalz,Berlin,124,132,256,1008,1090,2098
2012,Rheinland-Pfalz,Brandenburg,22,21,43,366,340,706
2012,Rheinland-Pfalz,Mecklenburg-Vorpommern,8,11,19,207,207,414
2012,Rheinland-Pfalz,Sachsen,88,60,148,673,617,1290
2012,Rheinland-Pfalz,Sachsen-Anhalt,29,16,45,305,265,570
2012,Rheinland-Pfalz,Thuringen,35,28,63,354,378,732
2012,Rheinland-Pfalz,Insgesamt,5538,4537,10075,34458,34744,69202
2012,Baden-Wurttemberg,Schleswig-Holstein,131,114,245,1250,1400,2650
2012,Baden-Wurttemberg,Hamburg,250,220,470,1635,1713,3348
2012,Baden-Wurttemberg,Niedersachsen,678,457,1135,3838,3549,7387
2012,Baden-Wurttemberg,Bremen,129,78,207,488,372,860
2012,Baden-Wurttemberg,Nordrhein-Westfalen,2138,1682,3820,8928,8679,17607
2012,Baden-Wurttemberg,Hessen,1924,1482,3406,8141,8055,16196
2012,Baden-Wurttemberg,Rheinland-Pfalz,1625,1276,2901,7309,7301,14610
2012,Baden-Wurttemberg,Baden-Wurttemberg,0,0,0,0,0,0
2012,Baden-Wurttemberg,Bayern,3871,2539,6410,19175,18252,37427
2012,Baden-Wurttemberg,Saarland,183,167,350,841,879,1720
2012,Baden-Wurttemberg,Berlin,646,567,1213,3877,4005,7882
2012,Baden-Wurttemberg,Brandenburg,81,61,142,1064,988,2052
2012,Baden-Wurttemberg,Mecklenburg-Vorpommern,53,46,99,595,574,1169
2012,Baden-Wurttemberg,Sachsen,281,185,466,2641,2341,4982
2012,Baden-Wurttemberg,Sachsen-Anhalt,124,77,201,948,902,1850
2012,Baden-Wurttemberg,Thuringen,184,110,294,1310,1203,2513
2012,Baden-Wurttemberg,Insgesamt,12298,9061,21359,62040,60213,122253
2012,Bayern,Schleswig-Holstein,231,202,433,1484,1511,2995
2012,Bayern,Hamburg,327,192,519,1718,1714,3432
2012,Bayern,Niedersachsen,755,495,1250,3891,3561,7452
2012,Bayern,Bremen,118,62,180,471,392,863
2012,Bayern,Nordrhein-Westfalen,2154,1486,3640,8580,7820,16400
2012,Bayern,Hessen,1625,1094,2719,6921,6435,13356
2012,Bayern,Rheinland-Pfalz,468,363,831,2481,2412,4893
2012,Bayern,Baden-Wurttemberg,3541,2412,5953,17254,16769,34023
2012,Bayern,Bayern,0,0,0,0,0,0
2012,Bayern,Saarland,120,84,204,473,413,886
2012,Bayern,Berlin,704,617,1321,4213,4147,8360
2012,Bayern,Brandenburg,149,57,206,1310,1100,2410
2012,Bayern,Mecklenburg-Vorpommern,61,29,90,611,529,1140
2012,Bayern,Sachsen,385,213,598,4011,3724,7735
2012,Bayern,Sachsen-Anhalt,133,74,207,1223,1081,2304
2012,Bayern,Thuringen,223,152,375,2525,2491,5016
2012,Bayern,Insgesamt,10994,7532,18526,57166,54099,111265
2012,Saarland,Schleswig-Holstein,11,9,20,90,120,210
2012,Saarland,Hamburg,19,16,35,108,109,217
2012,Saarland,Niedersachsen,63,42,105,279,300,579
2012,Saarland,Bremen,9,9,18,29,38,67
2012,Saarland,Nordrhein-Westfalen,213,157,370,932,937,1869
2012,Saarland,Hessen,191,114,305,638,620,1258
2012,Saarland,Rheinland-Pfalz,235,231,466,2154,2401,4555
2012,Saarland,Baden-Wurttemberg,298,210,508,1193,1206,2399
2012,Saarland,Bayern,162,122,284,645,610,1255
2012,Saarland,Saarland,0,0,0,0,0,0
2012,Saarland,Berlin,33,31,64,245,236,481
2012,Saarland,Brandenburg,8,7,15,59,45,104
2012,Saarland,Mecklenburg-Vorpommern,4,7,11,36,35,71
2012,Saarland,Sachsen,73,35,108,186,115,301
2012,Saarland,Sachsen-Anhalt,12,3,15,50,39,89
2012,Saarland,Thuringen,10,8,18,61,67,128
2012,Saarland,Insgesamt,1341,1001,2342,6705,6878,13583
2012,Berlin,Schleswig-Holstein,166,98,264,1247,1253,2500
2012,Berlin,Hamburg,273,232,505,1378,1470,2848
2012,Berlin,Niedersachsen,390,319,709,2622,2732,5354
2012,Berlin,Bremen,78,57,135,358,345,703
2012,Berlin,Nordrhein-Westfalen,924,708,1632,4063,3985,8048
2012,Berlin,Hessen,461,364,825,1867,1809,3676
2012,Berlin,Rheinland-Pfalz,118,101,219,695,683,1378
2012,Berlin,Baden-Wurttemberg,636,530,1166,3153,2942,6095
2012,Berlin,Bayern,711,619,1330,3679,3457,7136
2012,Berlin,Saarland,41,30,71,169,140,309
2012,Berlin,Berlin,0,0,0,0,0,0
2012,Berlin,Brandenburg,928,759,1687,13530,13373,26903
2012,Berlin,Mecklenburg-Vorpommern,149,86,235,1462,1432,2894
2012,Berlin,Sachsen,352,220,572,1915,1909,3824
2012,Berlin,Sachsen-Anhalt,218,179,397,1103,1169,2272
2012,Berlin,Thuringen,99,100,199,672,727,1399
2012,Berlin,Insgesamt,5544,4402,9946,37913,37426,75339
2012,Brandenburg,Schleswig-Holstein,40,39,79,691,629,1320
2012,Brandenburg,Hamburg,71,47,118,528,450,978
2012,Brandenburg,Niedersachsen,115,77,192,1444,1313,2757
2012,Brandenburg,Bremen,13,9,22,128,115,243
2012,Brandenburg,Nordrhein-Westfalen,175,121,296,1461,1393,2854
2012,Brandenburg,Hessen,92,61,153,640,571,1211
2012,Brandenburg,Rheinland-Pfalz,22,26,48,359,330,689
2012,Brandenburg,Baden-Wurttemberg,153,71,224,1271,1038,2309
2012,Brandenburg,Bayern,124,93,217,1562,1303,2865
2012,Brandenburg,Saarland,7,4,11,59,49,108
2012,Brandenburg,Berlin,1101,960,2061,11706,11145,22851
2012,Brandenburg,Brandenburg,0,0,0,0,0,0
2012,Brandenburg,Mecklenburg-Vorpommern,58,36,94,1520,1630,3150
2012,Brandenburg,Sachsen,118,72,190,2544,2550,5094
2012,Brandenburg,Sachsen-Anhalt,74,46,120,1128,1188,2316
2012,Brandenburg,Thuringen,34,22,56,460,486,946
2012,Brandenburg,Insgesamt,2197,1684,3881,25501,24190,49691
2012,Mecklenburg-Vorpommern,Schleswig-Holstein,96,77,173,2347,2208,4555
2012,Mecklenburg-Vorpommern,Hamburg,559,399,958,2134,1830,3964
2012,Mecklenburg-Vorpommern,Niedersachsen,164,132,296,1984,1746,3730
2012,Mecklenburg-Vorpommern,Bremen,10,16,26,173,179,352
2012,Mecklenburg-Vorpommern,Nordrhein-Westfalen,212,131,343,1248,1146,2394
2012,Mecklenburg-Vorpommern,Hessen,78,39,117,457,380,837
2012,Mecklenburg-Vorpommern,Rheinland-Pfalz,23,13,36,255,211,466
2012,Mecklenburg-Vorpommern,Baden-Wurttemberg,86,68,154,768,648,1416
2012,Mecklenburg-Vorpommern,Bayern,158,66,224,880,656,1536
2012,Mecklenburg-Vorpommern,Saarland,4,4,8,34,37,71
2012,Mecklenburg-Vorpommern,Berlin,171,142,313,1991,1903,3894
2012,Mecklenburg-Vorpommern,Brandenburg,79,43,122,1407,1416,2823
2012,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,0,0,0,0,0,0
2012,Mecklenburg-Vorpommern,Sachsen,51,40,91,834,836,1670
2012,Mecklenburg-Vorpommern,Sachsen-Anhalt,37,15,52,497,488,985
2012,Mecklenburg-Vorpommern,Thuringen,21,12,33,286,317,603
2012,Mecklenburg-Vorpommern,Insgesamt,1749,1197,2946,15295,14001,29296
2012,Sachsen,Schleswig-Holstein,61,35,96,533,491,1024
2012,Sachsen,Hamburg,81,71,152,519,521,1040
2012,Sachsen,Niedersachsen,256,171,427,1670,1514,3184
2012,Sachsen,Bremen,37,31,68,152,143,295
2012,Sachsen,Nordrhein-Westfalen,584,325,909,2399,2143,4542
2012,Sachsen,Hessen,277,197,474,1496,1398,2894
2012,Sachsen,Rheinland-Pfalz,103,51,154,632,543,1175
2012,Sachsen,Baden-Wurttemberg,372,245,617,2832,2468,5300
2012,Sachsen,Bayern,512,365,877,4669,3986,8655
2012,Sachsen,Saarland,31,17,48,108,97,205
2012,Sachsen,Berlin,454,320,774,2439,2589,5028
2012,Sachsen,Brandenburg,105,70,175,1903,2061,3964
2012,Sachsen,Mecklenburg-Vorpommern,39,28,67,689,763,1452
2012,Sachsen,Sachsen,0,0,0,0,0,0
2012,Sachsen,Sachsen-Anhalt,157,94,251,2357,2410,4767
2012,Sachsen,Thuringen,149,107,256,2411,2390,4801
2012,Sachsen,Insgesamt,3218,2127,5345,24809,23517,48326
2012,Sachsen-Anhalt,Schleswig-Holstein,54,30,84,463,455,918
2012,Sachsen-Anhalt,Hamburg,99,44,143,474,414,888
2012,Sachsen-Anhalt,Niedersachsen,343,262,605,3708,3432,7140
2012,Sachsen-Anhalt,Bremen,18,16,34,138,111,249
2012,Sachsen-Anhalt,Nordrhein-Westfalen,400,260,660,1700,1584,3284
2012,Sachsen-Anhalt,Hessen,144,82,226,925,816,1741
2012,Sachsen-Anhalt,Rheinland-Pfalz,41,31,72,367,337,704
2012,Sachsen-Anhalt,Baden-Wurttemberg,217,153,370,1344,1220,2564
2012,Sachsen-Anhalt,Bayern,248,140,388,1681,1390,3071
2012,Sachsen-Anhalt,Saarland,12,11,23,55,59,114
2012,Sachsen-Anhalt,Berlin,291,210,501,1631,1708,3339
2012,Sachsen-Anhalt,Brandenburg,63,44,107,1153,1295,2448
2012,Sachsen-Anhalt,Mecklenburg-Vorpommern,25,14,39,584,575,1159
2012,Sachsen-Anhalt,Sachsen,246,177,423,3573,3566,7139
2012,Sachsen-Anhalt,Sachsen-Anhalt,0,0,0,0,0,0
2012,Sachsen-Anhalt,Thuringen,78,41,119,1447,1466,2913
2012,Sachsen-Anhalt,Insgesamt,2279,1515,3794,19243,18428,37671
2012,Thuringen,Schleswig-Holstein,22,29,51,310,320,630
2012,Thuringen,Hamburg,47,42,89,296,290,586
2012,Thuringen,Niedersachsen,160,117,277,1527,1458,2985
2012,Thuringen,Bremen,17,16,33,89,106,195
2012,Thuringen,Nordrhein-Westfalen,363,248,611,1610,1402,3012
2012,Thuringen,Hessen,260,175,435,1978,1986,3964
2012,Thuringen,Rheinland-Pfalz,82,49,131,445,445,890
2012,Thuringen,Baden-Wurttemberg,236,159,395,1645,1452,3097
2012,Thuringen,Bayern,337,239,576,3440,3048,6488
2012,Thuringen,Saarland,15,13,28,67,77,144
2012,Thuringen,Berlin,136,105,241,1020,1055,2075
