year,years,foreigners male arrivals,foreigners male departures,foreigners male balance,foreigners female arrivals,foreigners female departures,foreigners female balance,foreigners total arrivals,foreigners total departures,foreigners total balance,total male arrivals,total male departures,total male balance,total female arrivals,total female departures,total female balance,total arrivals,total departures,total balance
2016,31 years,34425,27339,7086,18681,11426,7255,53106,38765,14341,49758,45862,3896,31819,25876,5943,81577,71738,9839
2016,32 years,30868,24819,6049,16912,10564,6348,47780,35383,12397,44962,42074,2888,28530,23330,5200,73492,65404,8088
2016,33 years,28590,23246,5344,15711,9727,5984,44301,32973,11328,41383,38878,2505,26317,21317,5000,67700,60195,7505
2016,34 years,27379,22292,5087,14448,9116,5332,41827,31408,10419,39387,36964,2423,24024,19597,4427,63411,56561,6850
2016,35 years,25531,20987,4544,13471,8433,5038,39002,29420,9582,36369,34356,2013,22091,17844,4247,58460,52200,6260
2016,36 years,25769,21306,4463,13233,8386,4847,39002,29692,9310,35874,33855,2019,21078,16934,4144,56952,50789,6163
2016,37 years,23357,19237,4120,11945,7614,4331,35302,26851,8451,32244,30240,2004,18827,15270,3557,51071,45510,5561
2016,38 years,22581,18813,3768,11512,7172,4340,34093,25985,8108,30598,28941,1657,17386,13724,3662,47984,42665,5319
2016,39 years,21504,18121,3383,11043,7183,3860,32547,25304,7243,28637,27022,1615,16294,13061,3233,44931,40083,4848
2016,40 years,20435,17306,3129,10529,6708,3821,30964,24014,6950,26829,25437,1392,15259,12024,3235,42088,37461,4627
2016,41 years,20362,17345,3017,10087,6678,3409,30449,24023,6426,26089,24656,1433,14067,11239,2828,40156,35895,4261
2016,42 years,18885,16306,2579,9699,6413,3286,28584,22719,5865,24310,23166,1144,13527,10682,2845,37837,33848,3989
2016,43 years,17332,14782,2550,9192,6113,3079,26524,20895,5629,22192,20953,1239,12858,10163,2695,35050,31116,3934
2016,44 years,16775,14270,2505,8582,5924,2658,25357,20194,5163,21925,20763,1162,12187,9976,2211,34112,30739,3373
2016,45 years,16062,13696,2366,8365,5661,2704,24427,19357,5070,21381,20417,964,12009,9776,2233,33390,30193,3197
2016,46 years,15516,13361,2155,8037,5531,2506,23553,18892,4661,20804,20038,766,11834,9756,2078,32638,29794,2844
2016,47 years,14406,12664,1742,7510,5263,2247,21916,17927,3989,19758,19433,325,11470,9758,1712,31228,29191,2037
2016,48 years,14067,12154,1913,7467,5309,2158,21534,17463,4071,19628,19073,555,11686,9985,1701,31314,29058,2256
2016,49 years,12748,10988,1760,6549,4618,1931,19297,15606,3691,18119,17697,422,10772,9289,1483,28891,26986,1905
2016,50 years,10720,9269,1451,5751,4140,1611,16471,13409,3062,16028,15876,152,9896,8808,1088,25924,24684,1240
2016,51 years,10016,8641,1375,5446,3946,1500,15462,12587,2875,15095,14902,193,9559,8490,1069,24654,23392,1262
2016,52 years,9139,8258,881,4896,3653,1243,14035,11911,2124,14138,14392,-254,8854,8015,839,22992,22407,585
2016,53 years,8118,7271,847,4746,3675,1071,12864,10946,1918,12800,13018,-218,8656,7927,729,21456,20945,511
2016,54 years,7365,6784,581,4210,3257,953,11575,10041,1534,11639,12017,-378,7758,7111,647,19397,19128,269
2016,55 years,6651,6106,545,3863,3087,776,10514,9193,1321,10709,11134,-425,7210,6716,494,17919,17850,69
2016,56 years,6613,5922,691,3780,2949,831,10393,8871,1522,10349,10445,-96,6822,6262,560,17171,16707,464
2016,57 years,5461,5068,393,3188,2648,540,8649,7716,933,8763,9090,-327,6067,5768,299,14830,14858,-28
2016,58 years,4834,4475,359,2896,2504,392,7730,6979,751,7836,8094,-258,5447,5268,179,13283,13362,-79
2016,59 years,4122,3901,221,2699,2409,290,6821,6310,511,6800,7174,-374,5099,5045,54,11899,12219,-320
2016,60 years,3584,3570,14,2392,2109,283,5976,5679,297,6152,6683,-531,4738,4598,140,10890,11281,-391
2016,61 years,3076,3048,28,2183,1992,191,5259,5040,219,5693,6068,-375,4553,4536,17,10246,10604,-358
2016,62 years,2534,2475,59,1898,1708,190,4432,4183,249,4831,5222,-391,4245,4215,30,9076,9437,-361
2016,63 years,1979,2057,-78,1612,1582,30,3591,3639,-48,4743,5261,-518,4327,4452,-125,9070,9713,-643
2016,64 years,1698,1707,-9,1504,1453,51,3202,3160,42,4537,4902,-365,4140,4206,-66,8677,9108,-431
2016,65 years,1374,1550,-176,1252,1302,-50,2626,2852,-226,4009,4537,-528,3725,3909,-184,7734,8446,-712
2016,66 years,1287,1525,-238,1304,1361,-57,2591,2886,-295,3866,4470,-604,3609,3787,-178,7475,8257,-782
2016,67 years,911,1116,-205,1058,1177,-119,1969,2293,-324,3009,3523,-514,3034,3253,-219,6043,6776,-733
2016,68 years,846,986,-140,901,1006,-105,1747,1992,-245,2610,3009,-399,2559,2789,-230,5169,5798,-629
2016,69 years,761,899,-138,820,867,-47,1581,1766,-185,2277,2607,-330,2290,2401,-111,4567,5008,-441
2016,70 years,636,808,-172,700,814,-114,1336,1622,-286,1949,2320,-371,1936,2154,-218,3885,4474,-589
2016,71 years,572,693,-121,672,616,56,1244,1309,-65,1675,1937,-262,1774,1802,-28,3449,3739,-290
2016,72 years,413,578,-165,538,574,-36,951,1152,-201,1766,2091,-325,1937,2067,-130,3703,4158,-455
2016,73 years,389,548,-159,456,497,-41,845,1045,-200,1731,2045,-314,1857,1980,-123,3588,4025,-437
2016,74 years,344,527,-183,417,480,-63,761,1007,-246,1583,1864,-281,1748,1900,-152,3331,3764,-433
2016,75 years,340,498,-158,379,388,-9,719,886,-167,1608,1887,-279,1997,2139,-142,3605,4026,-421
2016,76 years,332,483,-151,382,424,-42,714,907,-193,1623,1901,-278,1948,2090,-142,3571,3991,-420
2016,77 years,273,404,-131,352,379,-27,625,783,-158,1534,1748,-214,1922,2044,-122,3456,3792,-336
2016,78 years,239,348,-109,273,336,-63,512,684,-172,1293,1525,-232,1790,1970,-180,3083,3495,-412
2016,79 years,181,336,-155,283,305,-22,464,641,-177,1139,1372,-233,1709,1861,-152,2848,3233,-385
2016,80 years,161,260,-99,246,295,-49,407,555,-148,1050,1237,-187,1678,1825,-147,2728,3062,-334
2016,81 years,147,223,-76,226,227,-1,373,450,-77,949,1099,-150,1677,1764,-87,2626,2863,-237
2016,82 years,139,218,-79,184,186,-2,323,404,-81,836,983,-147,1478,1586,-108,2314,2569,-255
2016,83 years,110,193,-83,170,152,18,280,345,-65,671,810,-139,1246,1323,-77,1917,2133,-216
2016,84 years,95,130,-35,175,153,22,270,283,-13,641,730,-89,1225,1276,-51,1866,2006,-140
2016,85 years,82,114,-32,130,134,-4,212,248,-36,598,681,-83,1276,1397,-121,1874,2078,-204
2016,86 years,59,76,-17,133,126,7,192,202,-10,566,601,-35,1340,1444,-104,1906,2045,-139
2016,87 years,52,74,-22,127,89,38,179,163,16,531,592,-61,1316,1361,-45,1847,1953,-106
2016,88 years,53,57,-4,68,72,-4,121,129,-8,511,548,-37,1204,1276,-72,1715,1824,-109
2016,89 years,21,33,-12,79,72,7,100,105,-5,406,466,-60,1048,1118,-70,1454,1584,-130
2016,90 years,15,36,-21,35,66,-31,50,102,-52,343,397,-54,988,1114,-126,1331,1511,-180
2016,91 years,19,24,-5,48,46,2,67,70,-3,272,295,-23,912,984,-72,1184,1279,-95
2016,92 years,8,21,-13,40,29,11,48,50,-2,189,221,-32,684,728,-44,873,949,-76
2016,93 years,9,16,-7,23,16,7,32,32,0,142,164,-22,586,632,-46,728,796,-68
2016,94 years,7,11,-4,15,27,-12,22,38,-16,133,155,-22,484,550,-66,617,705,-88
2016,95 years and over,17,33,-16,28,61,-33,45,94,-49,227,270,-43,963,1112,-149,1190,1382,-192
2016,Total,1240005,898977,341028,754257,460061,294196,1994262,1359038,635224,1774786,1526249,248537,1279606,1028350,251256,3054392,2554599,499793
2017,under 1 year,3361,1559,1802,3179,1571,1608,6540,3130,3410,7473,4993,2480,7052,4859,2193,14525,9852,4673
2017,1 year,7769,4619,3150,7183,4372,2811,14952,8991,5961,15834,12493,3341,14603,11703,2900,30437,24196,6241
2017,2 years,8803,4578,4225,8026,4248,3778,16829,8826,8003,15200,11073,4127,13866,10145,3721,29066,21218,7848
2017,3 years,8159,4132,4027,7719,3956,3763,15878,8088,7790,13803,9930,3873,13077,9475,3602,26880,19405,7475
2017,4 years,7562,3934,3628,7128,3612,3516,14690,7546,7144,12158,8723,3435,11487,8128,3359,23645,16851,6794
2017,5 years,7791,3957,3834,7159,3604,3555,14950,7561,7389,11934,8337,3597,11085,7821,3264,23019,16158,6861
2017,6 years,7248,3714,3534,6722,3518,3204,13970,7232,6738,11247,8105,3142,10475,7695,2780,21722,15800,5922
2017,7 years,6834,3267,3567,6444,2999,3445,13278,6266,7012,10290,6897,3393,9700,6449,3251,19990,13346,6644
2017,8 years,6537,3118,3419,6078,2776,3302,12615,5894,6721,9360,6050,3310,8965,5714,3251,18325,11764,6561
2017,9 years,6470,2857,3613,6077,2689,3388,12547,5546,7001,9349,5782,3567,8885,5532,3353,18234,11314,6920
2017,10 years,5856,2592,3264,5607,2504,3103,11463,5096,6367,8749,5505,3244,8470,5434,3036,17219,10939,6280
2017,11 years,5731,2475,3256,5278,2223,3055,11009,4698,6311,8509,5198,3311,7790,4852,2938,16299,10050,6249
2017,12 years,5533,2461,3072,4920,2190,2730,10453,4651,5802,8230,5204,3026,7397,4679,2718,15627,9883,5744
2017,13 years,5156,2269,2887,4698,2076,2622,9854,4345,5509,7681,4821,2860,7013,4412,2601,14694,9233,5461
2017,14 years,5368,2368,3000,4522,1980,2542,9890,4348,5542,7797,4834,2963,6706,4208,2498,14503,9042,5461
2017,15 years,5629,2401,3228,4616,1957,2659,10245,4358,5887,8026,4781,3245,6944,4250,2694,14970,9031,5939
2017,16 years,7448,3179,4269,5164,2247,2917,12612,5426,7186,10172,5933,4239,7918,5011,2907,18090,10944,7146
2017,17 years,8487,4132,4355,5779,2928,2851,14266,7060,7206,11809,7522,4287,9215,6422,2793,21024,13944,7080
2017,18 years,14650,7346,7304,9776,4407,5369,24426,11753,12673,22251,15153,7098,19516,14217,5299,41767,29370,12397
2017,19 years,24248,13297,10951,17109,7606,9503,41357,20903,20454,37497,27102,10395,36004,26850,9154,73501,53952,19549
2017,20 years,29469,19458,10011,23033,11796,11237,52502,31254,21248,44721,35740,8981,43852,33228,10624,88573,68968,19605
2017,21 years,32689,23645,9044,26262,16100,10162,58951,39745,19206,47707,40007,7700,44946,35503,9443,92653,75510,17143
2017,22 years,34856,25528,9328,26454,17476,8978,61310,43004,18306,50354,42505,7849,45140,36992,8148,95494,79497,15997
2017,23 years,36316,26062,10254,26637,16082,10555,62953,42144,20809,52980,44399,8581,46695,37169,9526,99675,81568,18107
2017,24 years,36315,26608,9707,25548,15669,9879,61863,42277,19586,54699,46833,7866,46348,37698,8650,101047,84531,16516
2017,25 years,36511,27378,9133,24362,15134,9228,60873,42512,18361,55716,48750,6966,45650,37832,7818,101366,86582,14784
2017,26 years,35302,26539,8763,23173,14516,8657,58475,41055,17420,55585,49041,6544,44508,37211,7297,100093,86252,13841
2017,27 years,35403,27606,7797,22125,14037,8088,57528,41643,15885,57542,52165,5377,43607,37002,6605,101149,89167,11982
2017,28 years,33575,26304,7271,20734,13184,7550,54309,39488,14821,53584,48531,5053,39038,32665,6373,92622,81196,11426
2017,29 years,32424,25999,6425,19193,12007,7186,51617,38006,13611,51171,47030,4141,35818,29761,6057,86989,76791,10198
2017,30 years,30159,24155,6004,17389,11001,6388,47548,35156,12392,46984,43228,3756,31831,26567,5264,78815,69795,9020
2017,31 years,28243,22732,5511,15835,10007,5828,44078,32739,11339,43821,40400,3421,28464,23553,4911,72285,63953,8332
2017,32 years,26317,21340,4977,14724,9208,5516,41041,30548,10493,40102,37041,3061,25934,21195,4739,66036,58236,7800
2017,33 years,24824,19976,4848,13685,8532,5153,38509,28508,10001,37513,34326,3187,23562,19123,4439,61075,53449,7626
2017,34 years,23236,18286,4950,12579,7785,4794,35815,26071,9744,34991,31597,3394,21730,17496,4234,56721,49093,7628
2017,35 years,22374,18162,4212,11847,7401,4446,34221,25563,8658,33141,30596,2545,20293,16407,3886,53434,47003,6431
2017,36 years,20993,16844,4149,10885,6696,4189,31878,23540,8338,31019,28344,2675,18453,14722,3731,49472,43066,6406
2017,37 years,21487,17119,4368,10787,6483,4304,32274,23602,8672,30879,27858,3021,17663,13870,3793,48542,41728,6814
2017,38 years,19742,15801,3941,9883,6259,3624,29625,22060,7565,27835,25056,2779,15812,12653,3159,43647,37709,5938
2017,39 years,19133,15378,3755,9512,5938,3574,28645,21316,7329,26547,23933,2614,14724,11563,3161,41271,35496,5775
2017,40 years,18407,14851,3556,9082,5706,3376,27489,20557,6932,25116,22688,2428,13820,10794,3026,38936,33482,5454
2017,41 years,17926,14285,3641,8934,5480,3454,26860,19765,7095,23994,21287,2707,13254,10072,3182,37248,31359,5889
2017,42 years,17230,14059,3171,8896,5693,3203,26126,19752,6374,22621,20244,2377,12779,9840,2939,35400,30084,5316
2017,43 years,16757,13422,3335,8601,5392,3209,25358,18814,6544,21770,19178,2592,12081,9156,2925,33851,28334,5517
2017,44 years,15258,12231,3027,7920,5016,2904,23178,17247,5931,20003,17678,2325,11309,8642,2667,31312,26320,4992
2017,45 years,14734,12027,2707,7549,4982,2567,22283,17009,5274,19473,17459,2014,10897,8598,2299,30370,26057,4313
2017,46 years,13953,11240,2713,7422,4880,2542,21375,16120,5255,19084,17141,1943,11036,8709,2327,30120,25850,4270
2017,47 years,13637,11011,2626,7020,4668,2352,20657,15679,4978,18766,16827,1939,10580,8509,2071,29346,25336,4010
2017,48 years,13210,10521,2689,6570,4490,2080,19780,15011,4769,18376,16373,2003,10385,8584,1801,28761,24957,3804
2017,49 years,12236,9974,2262,6478,4433,2045,18714,14407,4307,17506,16076,1430,10296,8539,1757,27802,24615,3187
2017,50 years,11173,9096,2077,5722,3946,1776,16895,13042,3853,16198,14845,1353,9600,8081,1519,25798,22926,2872
2017,51 years,9407,7793,1614,4835,3383,1452,14242,11176,3066,14479,13636,843,8858,7645,1213,23337,21281,2056
2017,52 years,8397,7088,1309,4428,3141,1287,12825,10229,2596,13390,12851,539,8323,7230,1093,21713,20081,1632
2017,53 years,7818,6579,1239,4193,3140,1053,12011,9719,2292,12500,12038,462,7999,7161,838,20499,19199,1300
2017,54 years,7112,6054,1058,3816,2930,886,10928,8984,1944,11695,11263,432,7436,6724,712,19131,17987,1144
2017,55 years,6487,5490,997,3393,2698,695,9880,8188,1692,10641,10184,457,6817,6326,491,17458,16510,948
2017,56 years,5897,5060,837,3185,2524,661,9082,7584,1498,9747,9434,313,6471,6038,433,16218,15472,746
2017,57 years,5488,4736,752,3045,2484,561,8533,7220,1313,9023,8698,325,5978,5619,359,15001,14317,684
2017,58 years,4727,4035,692,2514,2203,311,7241,6238,1003,7897,7664,233,5278,5071,207,13175,12735,440
2017,59 years,4070,3595,475,2270,2001,269,6340,5596,744,6939,6849,90,4686,4560,126,11625,11409,216
2017,60 years,3277,2976,301,2057,1932,125,5334,4908,426,5991,6057,-66,4468,4446,22,10459,10503,-44
2017,61 years,2844,2629,215,1863,1802,61,4707,4431,276,5485,5576,-91,4200,4245,-45,9685,9821,-136
2017,62 years,2434,2259,175,1725,1563,162,4159,3822,337,4890,5005,-115,4027,3932,95,8917,8937,-20
2017,63 years,1901,1997,-96,1457,1437,20,3358,3434,-76,4733,5145,-412,4122,4205,-83,8855,9350,-495
2017,64 years,1445,1474,-29,1341,1330,11,2786,2804,-18,4134,4459,-325,4034,4107,-73,8168,8566,-398
2017,65 years,1206,1375,-169,1201,1234,-33,2407,2609,-202,3867,4252,-385,3703,3784,-81,7570,8036,-466
2017,66 years,1011,1265,-254,1097,1138,-41,2108,2403,-295,3576,4090,-514,3423,3510,-87,6999,7600,-601
2017,67 years,909,1022,-113,960,1041,-81,1869,2063,-194,3031,3382,-351,2978,3154,-176,6009,6536,-527
2017,68 years,724,840,-116,856,908,-52,1580,1748,-168,2694,3034,-340,2588,2744,-156,5282,5778,-496
2017,69 years,647,821,-174,688,755,-67,1335,1576,-241,2252,2579,-327,2135,2342,-207,4387,4921,-534
2017,70 years,600,767,-167,666,770,-104,1266,1537,-271,2031,2356,-325,2035,2225,-190,4066,4581,-515
2017,71 years,476,676,-200,550,617,-67,1026,1293,-267,1623,1950,-327,1626,1798,-172,3249,3748,-499
2017,72 years,427,524,-97,458,514,-56,885,1038,-153,1421,1633,-212,1434,1570,-136,2855,3203,-348
2017,73 years,348,504,-156,384,472,-88,732,976,-244,1672,1928,-256,1656,1863,-207,3328,3791,-463
2017,74 years,287,411,-124,354,394,-40,641,805,-164,1484,1703,-219,1584,1756,-172,3068,3459,-391
2017,75 years,286,407,-121,344,388,-44,630,795,-165,1373,1608,-235,1640,1781,-141,3013,3389,-376
2017,76 years,243,374,-131,312,327,-15,555,701,-146,1538,1759,-221,1801,1892,-91,3339,3651,-312
2017,77 years,271,395,-124,291,350,-59,562,745,-183,1490,1722,-232,1830,1993,-163,3320,3715,-395
2017,78 years,239,316,-77,264,308,-44,503,624,-121,1288,1453,-165,1833,1970,-137,3121,3423,-302
2017,79 years,186,293,-107,271,294,-23,457,587,-130,1167,1365,-198,1709,1888,-179,2876,3253,-377
2017,80 years,159,270,-111,232,287,-55,391,557,-166,1017,1209,-192,1558,1730,-172,2575,2939,-364
2017,81 years,111,226,-115,167,239,-72,278,465,-187,901,1097,-196,1455,1668,-213,2356,2765,-409
2017,82 years,116,198,-82,178,200,-22,294,398,-104,917,1070,-153,1537,1691,-154,2454,2761,-307
2017,83 years,127,180,-53,164,151,13,291,331,-40,749,877,-128,1474,1590,-116,2223,2467,-244
2017,84 years,96,133,-37,129,144,-15,225,277,-52,575,657,-82,1147,1255,-108,1722,1912,-190
2017,85 years,77,121,-44,122,150,-28,199,271,-72,541,640,-99,1131,1273,-142,1672,1913,-241
2017,86 years,46,81,-35,106,94,12,152,175,-23,531,615,-84,1119,1217,-98,1650,1832,-182
2017,87 years,47,55,-8,93,86,7,140,141,-1,536,588,-52,1155,1258,-103,1691,1846,-155
2017,88 years,42,66,-24,64,76,-12,106,142,-36,462,525,-63,1030,1168,-138,1492,1693,-201
2017,89 years,29,49,-20,49,58,-9,78,107,-29,428,485,-57,1006,1141,-135,1434,1626,-192
2017,90 years,21,43,-22,69,48,21,90,91,-1,293,352,-59,833,947,-114,1126,1299,-173
2017,91 years,21,21,0,34,35,-1,55,56,-1,274,308,-34,711,832,-121,985,1140,-155
2017,92 years,11,18,-7,31,38,-7,42,56,-14,214,243,-29,662,778,-116,876,1021,-145
2017,93 years,7,14,-7,23,23,0,30,37,-7,148,180,-32,499,606,-107,647,786,-139
2017,94 years,5,18,-13,16,15,1,21,33,-12,103,135,-32,422,494,-72,525,629,-104
2017,95 years and over,11,40,-29,36,55,-19,47,95,-48,218,331,-113,911,1226,-315,1129,1557,-428
2017,Total,982619,729180,253439,632356,387237,245119,1614975,1116417,498558,1507125,1308597,198528,1137595,920043,217552,2644720,2228640,416080
2018,under 1 year,3264,1609,1655,3142,1538,1604,6406,3147,3259,7195,4950,2245,6987,4807,2180,14182,9757,4425
2018,1 year,7288,4493,2795,6844,4107,2737,14132,8600,5532,15353,12296,3057,14526,11567,2959,29879,23863,6016
2018,2 years,7583,4648,2935,7189,4232,2957,14772,8880,5892,14217,11398,2819,13518,10621,2897,27735,22019,5716
2018,3 years,7415,4282,3133,6979,3852,3127,14394,8134,6260,13138,10222,2916,12450,9469,2981,25588,19691,5897
2018,4 years,6919,3843,3076,6510,3584,2926,13429,7427,6002,11723,8846,2877,11028,8303,2725,22751,17149,5602
2018,5 years,6768,3577,3191,6311,3323,2988,13079,6900,6179,11035,8128,2907,10359,7623,2736,21394,15751,5643
2018,6 years,6563,3606,2957,5948,3348,2600,12511,6954,5557,10726,8243,2483,9871,7724,2147,20597,15967,4630
2018,7 years,6013,3152,2861,5584,2903,2681,11597,6055,5542,9394,6819,2575,8744,6267,2477,18138,13086,5052
2018,8 years,5935,2862,3073,5511,2720,2791,11446,5582,5864,8933,5946,2987,8339,5679,2660,17272,11625,5647
2018,9 years,5812,2633,3179,5293,2519,2774,11105,5152,5953,8613,5502,3111,7950,5277,2673,16563,10779,5784
2018,10 years,5618,2578,3040,5182,2420,2762,10800,4998,5802,8541,5672,2869,8133,5493,2640,16674,11165,5509
2018,11 years,5335,2362,2973,4955,2265,2690,10290,4627,5663,8199,5296,2903,7596,4985,2611,15795,10281,5514
2018,12 years,5037,2244,2793,4676,2033,2643,9713,4277,5436,7644,4984,2660,7141,4594,2547,14785,9578,5207
2018,13 years,4875,2183,2692,4498,2043,2455,9373,4226,5147,7447,4845,2602,6906,4495,2411,14353,9340,5013
2018,14 years,4577,2078,2499,4309,1947,2362,8886,4025,4861,6996,4539,2457,6620,4319,2301,13616,8858,4758
2018,15 years,5135,2286,2849,4459,2030,2429,9594,4316,5278,7523,4707,2816,6857,4469,2388,14380,9176,5204
2018,16 years,6297,2688,3609,5066,2279,2787,11363,4967,6396,9024,5378,3646,7845,5095,2750,16869,10473,6396
2018,17 years,6701,3333,3368,5322,2729,2593,12023,6062,5961,9902,6558,3344,8616,6032,2584,18518,12590,5928
2018,18 years,13303,6669,6634,9687,4606,5081,22990,11275,11715,21086,14555,6531,19642,14462,5180,40728,29017,11711
2018,19 years,23751,13435,10316,17364,7967,9397,41115,21402,19713,36994,27020,9974,35858,26472,9386,72852,53492,19360
2018,20 years,29169,19798,9371,23052,12200,10852,52221,31998,20223,44212,35350,8862,43704,33033,10671,87916,68383,19533
2018,21 years,33415,24923,8492,26366,17108,9258,59781,42031,17750,49065,41338,7727,45222,36381,8841,94287,77719,16568
2018,22 years,35267,26814,8453,27384,18576,8808,62651,45390,17261,51751,44258,7493,46880,38616,8264,98631,82874,15757
2018,23 years,37157,28040,9117,26809,16900,9909,63966,44940,19026,54024,45884,8140,46848,37642,9206,100872,83526,17346
2018,24 years,37088,27844,9244,26111,16556,9555,63199,44400,18799,55128,47092,8036,46839,38087,8752,101967,85179,16788
2018,25 years,36739,28005,8734,25022,15924,9098,61761,43929,17832,56260,48811,7449,46446,38492,7954,102706,87303,15403
2018,26 years,36397,27867,8530,23211,14742,8469,59608,42609,16999,56452,49360,7092,43738,36467,7271,100190,85827,14363
2018,27 years,34676,27126,7550,21861,13987,7874,56537,41113,15424,54865,48850,6015,41121,34356,6765,95986,83206,12780
2018,28 years,34828,27774,7054,20506,13297,7209,55334,41071,14263,55461,49987,5474,39040,33033,6007,94501,83020,11481
2018,29 years,33212,26659,6553,19116,12517,6599,52328,39176,13152,51912,46926,4986,35328,29686,5642,87240,76612,10628
2018,30 years,31413,25332,6081,17579,11580,5999,48992,36912,12080,49288,44751,4537,32643,27495,5148,81931,72246,9685
2018,31 years,29402,23791,5611,16414,10533,5881,45816,34324,11492,45420,41198,4222,29776,24429,5347,75196,65627,9569
2018,32 years,27409,22149,5260,14776,9634,5142,42185,31783,10402,42213,38240,3973,26328,21840,4488,68541,60080,8461
2018,33 years,25831,21078,4753,13685,8708,4977,39516,29786,9730,38935,35287,3648,23921,19576,4345,62856,54863,7993
2018,34 years,24075,19641,4434,12707,8131,4576,36782,27772,9010,36350,33027,3323,21987,17961,4026,58337,50988,7349
2018,35 years,22612,18477,4135,11778,7524,4254,34390,26001,8389,34062,31049,3013,20150,16435,3715,54212,47484,6728
2018,36 years,21877,18100,3777,11201,7111,4090,33078,25211,7867,32535,29764,2771,19148,15558,3590,51683,45322,6361
2018,37 years,20691,16883,3808,10501,6670,3831,31192,23553,7639,30516,27668,2848,17596,14233,3363,48112,41901,6211
2018,38 years,20575,17308,3267,10213,6573,3640,30788,23881,6907,29563,27425,2138,16613,13442,3171,46176,40867,5309
2018,39 years,19547,16316,3231,9714,6118,3596,29261,22434,6827,27488,25094,2394,15288,12079,3209,42776,37173,5603
2018,40 years,18784,15550,3234,9313,6046,3267,28097,21596,6501,26241,23660,2581,14262,11258,3004,40503,34918,5585
2018,41 years,18425,15293,3132,9156,5994,3162,27581,21287,6294,24957,22570,2387,13586,10695,2891,38543,33265,5278
2018,42 years,17680,14726,2954,8902,5933,2969,26582,20659,5923,23615,21323,2292,12955,10312,2643,36570,31635,4935
2018,43 years,17411,14317,3094,8699,5679,3020,26110,19996,6114,22542,20111,2431,12222,9469,2753,34764,29580,5184
2018,44 years,16532,13690,2842,8223,5639,2584,24755,19329,5426,21560,19245,2315,11610,9190,2420,33170,28435,4735
2018,45 years,15031,12583,2448,7878,5302,2576,22909,17885,5024,19688,17800,1888,11064,8692,2372,30752,26492,4260
2018,46 years,14914,12382,2532,7546,4969,2577,22460,17351,5109,19724,17658,2066,10896,8482,2414,30620,26140,4480
2018,47 years,13749,11463,2286,7363,5027,2336,21112,16490,4622,18846,17151,1695,10788,8638,2150,29634,25789,3845
2018,48 years,13324,11229,2095,6801,4742,2059,20125,15971,4154,18493,16863,1630,10264,8382,1882,28757,25245,3512
2018,49 years,12519,10707,1812,6581,4661,1920,19100,15368,3732,17607,16263,1344,10327,8665,1662,27934,24928,3006
2018,50 years,12027,10170,1857,6322,4495,1827,18349,14665,3684,17301,15964,1337,10214,8539,1675,27515,24503,3012
2018,51 years,10905,9433,1472,5565,4052,1513,16470,13485,2985,16021,15056,965,9396,8096,1300,25417,23152,2265
2018,52 years,8862,7623,1239,4614,3351,1263,13476,10974,2502,13817,13070,747,8535,7500,1035,22352,20570,1782
2018,53 years,8178,7071,1107,4264,3254,1010,12442,10325,2117,13183,12513,670,8020,7174,846,21203,19687,1516
2018,54 years,7672,6543,1129,4115,3158,957,11787,9701,2086,12491,11832,659,7935,7144,791,20426,18976,1450
2018,55 years,6868,5983,885,3694,2949,745,10562,8932,1630,11403,10932,471,7341,6736,605,18744,17668,1076
2018,56 years,6237,5430,807,3345,2656,689,9582,8086,1496,10327,9846,481,6655,6108,547,16982,15954,1028
2018,57 years,5650,4909,741,2914,2470,444,8564,7379,1185,9455,9111,344,6196,5902,294,15651,15013,638
2018,58 years,4978,4553,425,2795,2406,389,7773,6959,814,8431,8353,78,5632,5373,259,14063,13726,337
2018,59 years,4205,3827,378,2335,2112,223,6540,5939,601,7412,7287,125,5046,4897,149,12458,12184,274
2018,60 years,3615,3499,116,2120,2018,102,5735,5517,218,6601,6687,-86,4735,4730,5,11336,11417,-81
2018,61 years,3060,2928,132,1919,1806,113,4979,4734,245,5907,6007,-100,4363,4340,23,10270,10347,-77
2018,62 years,2647,2545,102,1736,1629,107,4383,4174,209,5294,5395,-101,4069,4010,59,9363,9405,-42
2018,63 years,2206,2255,-49,1558,1636,-78,3764,3891,-127,5159,5506,-347,4272,4461,-189,9431,9967,-536
2018,64 years,1642,1820,-178,1361,1420,-59,3003,3240,-237,4716,5148,-432,4285,4456,-171,9001,9604,-603
2018,65 years,1315,1575,-260,1200,1346,-146,2515,2921,-406,4150,4634,-484,3581,3785,-204,7731,8419,-688
2018,66 years,1071,1382,-311,1086,1290,-204,2157,2672,-515,3782,4359,-577,3523,3832,-309,7305,8191,-886
2018,67 years,892,1073,-181,918,1030,-112,1810,2103,-293,3101,3502,-401,2942,3131,-189,6043,6633,-590
2018,68 years,747,901,-154,865,1007,-142,1612,1908,-296,2805,3056,-251,2630,2864,-234,5435,5920,-485
2018,69 years,622,834,-212,762,876,-114,1384,1710,-326,2424,2742,-318,2462,2635,-173,4886,5377,-491
2018,70 years,609,828,-219,659,810,-151,1268,1638,-370,2196,2518,-322,2158,2386,-228,4354,4904,-550
2018,71 years,493,694,-201,602,663,-61,1095,1357,-262,1872,2194,-322,1832,1976,-144,3704,4170,-466
2018,72 years,424,598,-174,526,598,-72,950,1196,-246,1598,1871,-273,1647,1774,-127,3245,3645,-400
