year,years,foreigners male arrivals,foreigners male departures,foreigners male balance,foreigners female arrivals,foreigners female departures,foreigners female balance,foreigners total arrivals,foreigners total departures,foreigners total balance,total male arrivals,total male departures,total male balance,total female arrivals,total female departures,total female balance,total arrivals,total departures,total balance
2003,Total,348103,320069,28034,253656,178994,74662,601759,499063,102696,439988,392541,47447,328987,233789,95198,768975,626330,142645
2004,under 1 year,1102,468,634,1047,413,634,2149,881,1268,2202,822,1380,2057,708,1349,4259,1530,2729
2004,1 year,2103,1290,813,2030,1264,766,4133,2554,1579,3699,2218,1481,3566,2188,1378,7265,4406,2859
2004,2 years,1800,1367,433,1613,1359,254,3413,2726,687,3142,2382,760,2897,2386,511,6039,4768,1271
2004,3 years,1679,1533,146,1525,1435,90,3204,2968,236,2897,2657,240,2701,2446,255,5598,5103,495
2004,4 years,1627,1461,166,1501,1389,112,3128,2850,278,2730,2458,272,2601,2365,236,5331,4823,508
2004,5 years,1605,1595,10,1559,1510,49,3164,3105,59,2647,2557,90,2514,2396,118,5161,4953,208
2004,6 years,1583,1722,-139,1514,1655,-141,3097,3377,-280,2618,2784,-166,2512,2766,-254,5130,5550,-420
2004,7 years,1515,1678,-163,1441,1504,-63,2956,3182,-226,2464,2651,-187,2394,2444,-50,4858,5095,-237
2004,8 years,1372,1371,1,1395,1303,92,2767,2674,93,2297,2124,173,2274,2040,234,4571,4164,407
2004,9 years,1508,1272,236,1370,1207,163,2878,2479,399,2409,1928,481,2271,1849,422,4680,3777,903
2004,10 years,1475,1291,184,1368,1248,120,2843,2539,304,2442,2001,441,2269,1890,379,4711,3891,820
2004,11 years,1497,1232,265,1354,1234,120,2851,2466,385,2419,1821,598,2237,1870,367,4656,3691,965
2004,12 years,1467,1197,270,1329,1169,160,2796,2366,430,2386,1742,644,2187,1760,427,4573,3502,1071
2004,13 years,1466,1148,318,1335,1107,228,2801,2255,546,2363,1691,672,2227,1684,543,4590,3375,1215
2004,14 years,1490,1134,356,1357,1053,304,2847,2187,660,2451,1651,800,2199,1567,632,4650,3218,1432
2004,15 years,1611,1193,418,1598,1072,526,3209,2265,944,2571,1663,908,2544,1558,986,5115,3221,1894
2004,16 years,2497,1500,997,2215,1362,853,4712,2862,1850,3599,2060,1539,3142,1910,1232,6741,3970,2771
2004,17 years,2999,2035,964,2527,1473,1054,5526,3508,2018,4138,2769,1369,3546,1920,1626,7684,4689,2995
2004,18 years,3981,2853,1128,4310,2314,1996,8291,5167,3124,5422,3572,1850,5630,2863,2767,11052,6435,4617
2004,19 years,6410,4084,2326,8864,3599,5265,15274,7683,7591,8358,4989,3369,10426,4372,6054,18784,9361,9423
2004,20 years,8509,5428,3081,11983,5677,6306,20492,11105,9387,10661,6707,3954,13719,6752,6967,24380,13459,10921
2004,21 years,10678,7743,2935,14041,8438,5603,24719,16181,8538,13060,9300,3760,15822,9788,6034,28882,19088,9794
2004,22 years,12904,9671,3233,15438,9927,5511,28342,19598,8744,15317,11435,3882,17210,11539,5671,32527,22974,9553
2004,23 years,14554,10971,3583,15407,10261,5146,29961,21232,8729,17020,12929,4091,17331,11956,5375,34351,24885,9466
2004,24 years,15587,12415,3172,14056,9975,4081,29643,22390,7253,18116,14501,3615,15957,11801,4156,34073,26302,7771
2004,25 years,14708,12389,2319,12202,9138,3064,26910,21527,5383,17053,14315,2738,13998,10949,3049,31051,25264,5787
2004,26 years,14322,12633,1689,10029,7927,2102,24351,20560,3791,16710,14837,1873,11732,9780,1952,28442,24617,3825
2004,27 years,13512,12627,885,9049,6765,2284,22561,19392,3169,15792,14782,1010,10627,8730,1897,26419,23512,2907
2004,28 years,13009,12154,855,8391,6458,1933,21400,18612,2788,15267,14387,880,9974,8335,1639,25241,22722,2519
2004,29 years,12471,12339,132,7653,5965,1688,20124,18304,1820,14693,14538,155,9129,7713,1416,23822,22251,1571
2004,30 years,11814,11894,-80,6938,5474,1464,18752,17368,1384,13808,14094,-286,8271,7106,1165,22079,21200,879
2004,31 years,10685,11122,-437,5952,5060,892,16637,16182,455,12702,13166,-464,7184,6456,728,19886,19622,264
2004,32 years,10376,10931,-555,5735,4827,908,16111,15758,353,12488,13225,-737,6963,6262,701,19451,19487,-36
2004,33 years,9550,10168,-618,5045,4417,628,14595,14585,10,11647,12481,-834,6331,5870,461,17978,18351,-373
2004,34 years,9725,10534,-809,4842,4266,576,14567,14800,-233,11815,12760,-945,6138,5710,428,17953,18470,-517
2004,35 years,9005,9867,-862,4204,3910,294,13209,13777,-568,11229,12282,-1053,5469,5410,59,16698,17692,-994
2004,36 years,8628,9355,-727,4061,3718,343,12689,13073,-384,10932,11849,-917,5269,5193,76,16201,17042,-841
2004,37 years,7822,8738,-916,3641,3385,256,11463,12123,-660,10147,11275,-1128,4850,4952,-102,14997,16227,-1230
2004,38 years,7397,8250,-853,3330,3027,303,10727,11277,-550,9738,10715,-977,4505,4414,91,14243,15129,-886
2004,39 years,7232,8120,-888,3091,2927,164,10323,11047,-724,9502,10456,-954,4312,4232,80,13814,14688,-874
2004,40 years,7012,7790,-778,2979,2755,224,9991,10545,-554,9215,10037,-822,4106,3968,138,13321,14005,-684
2004,41 years,6707,7504,-797,2865,2599,266,9572,10103,-531,8833,9639,-806,4046,3782,264,12879,13421,-542
2004,42 years,6363,7140,-777,2668,2474,194,9031,9614,-583,8469,9126,-657,3814,3546,268,12283,12672,-389
2004,43 years,6142,6560,-418,2366,2203,163,8508,8763,-255,8119,8335,-216,3460,3128,332,11579,11463,116
2004,44 years,6313,6717,-404,2491,2307,184,8804,9024,-220,8254,8410,-156,3567,3233,334,11821,11643,178
2004,45 years,5799,6302,-503,2180,2081,99,7979,8383,-404,7620,7837,-217,3181,2886,295,10801,10723,78
2004,46 years,5640,6103,-463,2087,1953,134,7727,8056,-329,7235,7461,-226,3052,2615,437,10287,10076,211
2004,47 years,5255,5804,-549,1931,1814,117,7186,7618,-432,6881,7169,-288,2824,2460,364,9705,9629,76
2004,48 years,4976,5380,-404,1857,1758,99,6833,7138,-305,6427,6569,-142,2720,2329,391,9147,8898,249
2004,49 years,4575,4948,-373,1798,1609,189,6373,6557,-184,5965,6045,-80,2697,2199,498,8662,8244,418
2004,50 years,3891,4513,-622,1685,1542,143,5576,6055,-479,5204,5540,-336,2568,2055,513,7772,7595,177
2004,51 years,3549,4053,-504,1468,1443,25,5017,5496,-479,4846,5066,-220,2290,1911,379,7136,6977,159
2004,52 years,3157,3685,-528,1351,1352,-1,4508,5037,-529,4346,4633,-287,2142,1803,339,6488,6436,52
2004,53 years,2592,3177,-585,1228,1280,-52,3820,4457,-637,3752,4030,-278,2036,1750,286,5788,5780,8
2004,54 years,2326,2890,-564,1194,1336,-142,3520,4226,-706,3446,3771,-325,1965,1772,193,5411,5543,-132
2004,55 years,1954,2558,-604,1120,1263,-143,3074,3821,-747,2991,3335,-344,1797,1607,190,4788,4942,-154
2004,56 years,1647,2163,-516,1028,1178,-150,2675,3341,-666,2524,2859,-335,1638,1505,133,4162,4364,-202
2004,57 years,1398,2007,-609,989,1149,-160,2387,3156,-769,2232,2667,-435,1526,1495,31,3758,4162,-404
2004,58 years,1077,1620,-543,847,1030,-183,1924,2650,-726,1758,2144,-386,1245,1302,-57,3003,3446,-443
2004,59 years,833,1225,-392,680,887,-207,1513,2112,-599,1365,1644,-279,1001,1162,-161,2366,2806,-440
2004,60 years,731,1453,-722,630,1038,-408,1361,2491,-1130,1436,2102,-666,996,1361,-365,2432,3463,-1031
2004,61 years,613,1335,-722,583,1038,-455,1196,2373,-1177,1217,1932,-715,917,1350,-433,2134,3282,-1148
2004,62 years,586,1298,-712,551,943,-392,1137,2241,-1104,1192,1851,-659,964,1248,-284,2156,3099,-943
2004,63 years,585,1232,-647,627,945,-318,1212,2177,-965,1320,1864,-544,1113,1244,-131,2433,3108,-675
2004,64 years,588,1363,-775,657,983,-326,1245,2346,-1101,1281,1915,-634,1145,1279,-134,2426,3194,-768
